Nr;X;Blok_Rij_Plantnr;Score MG;Vers netto;Droog netto;DS;DMY (kg/ha);Datum;Uur;;;;
2252;;BLOK II_27_12;2;57,4;14,6;0,25;1622;13/04/2022;14:04;;;;
2253;;BLOK II_27_13;1;25,1;8,1;0,32;900;13/04/2022;14:04;;;;
2254;;BLOK II_27_14;4;151,8;36,6;0,24;4067;13/04/2022;14:04;;;;
2255;;BLOK II_27_15;3;85;25,1;0,3;2789;13/04/2022;14:04;;;;
2256;;BLOK II_27_16;2;69,7;21,6;0,31;2400;13/04/2022;14:04;;;;
2257;;BLOK II_27_17;2;90,5;28,1;0,31;3122;13/04/2022;14:04;;;;
2258;;BLOK II_27_18;3;111,5;31,1;0,28;3456;13/04/2022;14:04;;;;
2259;;BLOK II_27_19;3;87,8;24,1;0,27;2678;13/04/2022;14:04;;;;
2260;;BLOK II_27_20;3;149,3;46,6;0,31;5178;13/04/2022;14:04;;;;
2261;;BLOK II_27_21;2;47,7;15,1;0,32;1678;13/04/2022;14:04;;;;
2262;;BLOK II_27_22;2;87,3;28,1;0,32;3122;13/04/2022;14:04;;;;
2263;;BLOK II_27_23;2;78;25,6;0,33;2844;13/04/2022;14:04;;;;
2264;;BLOK II_27_24;2;130,4;33,6;0,26;3733;13/04/2022;14:04;;;;
2265;;BLOK II_27_25;3;98,3;26,6;0,27;2956;13/04/2022;14:04;;;;
2266;;BLOK II_27_26;2;128,6;36,1;0,28;4011;13/04/2022;14:04;;;;
2267;;BLOK II_27_27;2;76,4;22,6;0,3;2511;13/04/2022;14:04;;;;
2268;;BLOK II_27_28;3;94,4;25,6;0,27;2844;13/04/2022;14:04;;;;
2269;;BLOK II_27_29;2;73,3;19,6;0,27;2178;13/04/2022;14:04;;;;
2270;;BLOK II_27_30;3;125,2;32,1;0,26;3567;13/04/2022;14:04;;;;
2271;;BLOK II_27_31;3;159,2;50,6;0,32;5622;13/04/2022;14:04;;;;
2272;;BLOK II_27_32;3;163,2;44,6;0,27;4956;13/04/2022;14:04;;;;
2273;x;BLOK II_28_1;2;75,5;27,7;0,37;3078;13/04/2022;14:12;;;;
2274;x;BLOK II_28_2;2;62,7;19,9;0,32;2211;13/04/2022;14:12;;;;
2275;x;BLOK II_28_3;3;117;36,9;0,32;4100;13/04/2022;14:12;;;;
2276;x;BLOK II_28_4;3;103,6;27,6;0,27;3067;13/04/2022;14:12;;;;
2277;x;BLOK II_28_5;4;197,8;51,4;0,26;5711;13/04/2022;14:12;;;;
2278;x;BLOK II_28_6;2;93,7;28,3;0,3;3144;13/04/2022;14:12;;;;
2279;x;BLOK II_28_7;3;128,8;31,2;0,24;3467;13/04/2022;14:12;;;;
2280;x;BLOK II_28_8;3;143;42,2;0,3;4689;13/04/2022;14:12;;;;
2281;x;BLOK II_28_9;2;54,9;17,3;0,32;1922;13/04/2022;14:12;;;;
2282;x;BLOK II_28_10;2;53,7;16,8;0,31;1867;13/04/2022;14:12;;;;
2283;x;BLOK II_28_11;3;138;44,6;0,32;4956;13/04/2022;14:12;;;;
2284;x;BLOK II_28_12;3;139,1;41,6;0,3;4622;13/04/2022;14:12;;;;
2285;x;BLOK II_28_13;3;125,8;36,8;0,29;4089;13/04/2022;14:12;;;;
2286;x;BLOK II_28_14;2;47,8;16,9;0,35;1878;13/04/2022;14:12;;;;
2287;x;BLOK II_28_15;3;134,6;48,6;0,36;5400;13/04/2022;14:12;;;;
2288;x;BLOK II_28_16;2;55,7;17,6;0,32;1956;13/04/2022;14:12;;;;
2289;x;BLOK II_28_17;3;131,5;36,8;0,28;4089;13/04/2022;14:12;;;;
2290;x;BLOK II_28_18;2;40;14,6;0,37;1622;13/04/2022;14:12;;;;
2291;x;BLOK II_28_19;0;-4,9;-4,9;1;-544;13/04/2022;14:12;;;;
2292;x;BLOK II_28_20;3;152,3;47,2;0,31;5244;13/04/2022;14:12;;;;
2293;x;BLOK II_28_21;1;19,5;6,6;0,34;733;13/04/2022;14:12;;;;
2294;x;BLOK II_28_22;3;92,5;33,6;0,36;3733;13/04/2022;14:12;;;;
2295;x;BLOK II_28_23;1;34,2;11,3;0,33;1256;13/04/2022;14:12;;;;
2296;x;BLOK II_28_24;2;102,2;28,9;0,28;3211;13/04/2022;14:12;;;;
2297;x;BLOK II_28_25;2;70,1;21,1;0,3;2344;13/04/2022;14:12;;;;
2298;x;BLOK II_28_26;3;112,8;31,1;0,28;3456;13/04/2022;14:12;;;;
2299;x;BLOK II_28_27;1;46,9;16,3;0,35;1811;13/04/2022;14:12;;;;
2300;x;BLOK II_28_28;3;124,1;31,4;0,25;3489;13/04/2022;14:12;;;;
2301;x;BLOK II_28_29;3;118;30,5;0,26;3389;13/04/2022;14:12;;;;
2302;x;BLOK II_28_30;1;45,6;19,2;0,42;2133;13/04/2022;14:12;;;;
2303;x;BLOK II_28_31;4;159,3;49,3;0,31;5478;13/04/2022;14:12;;;;
2304;x;BLOK II_28_32;5;215,6;59,4;0,28;6600;13/04/2022;14:12;;;;
2305;;BLOK II_29_1;2;84,7;31,6;0,37;3511;13/04/2022;14:23;;;;
2306;;BLOK II_29_2;2;81,4;22,1;0,27;2456;13/04/2022;14:23;;;;
2307;;BLOK II_29_3;2;67,4;22,6;0,34;2511;13/04/2022;14:23;;;;
2308;;BLOK II_29_4;2;80,8;26,6;0,33;2956;13/04/2022;14:23;;;;
2309;;BLOK II_29_5;3;113,5;32,1;0,28;3567;13/04/2022;14:23;;;;
2310;;BLOK II_29_6;2;63;17,1;0,27;1900;13/04/2022;14:23;;;;
2311;;BLOK II_29_7;3;80,8;21,6;0,27;2400;13/04/2022;14:23;;;;
2312;;BLOK II_29_8;1;32,2;9,1;0,28;1011;13/04/2022;14:23;;;;
2313;;BLOK II_29_9;1;53,5;14,6;0,27;1622;13/04/2022;14:23;;;;
2314;;BLOK II_29_10;2;101,4;28,6;0,28;3178;13/04/2022;14:23;;;;
2315;;BLOK II_29_11;2;73,6;31,1;0,42;3456;13/04/2022;14:23;;;;
2316;;BLOK II_29_12;2;96,3;29,1;0,3;3233;13/04/2022;14:23;;;;
2317;;BLOK II_29_13;2;83,7;21,6;0,26;2400;13/04/2022;14:23;;;;
2318;;BLOK II_29_14;2;86,3;26,1;0,3;2900;13/04/2022;14:23;;;;
2319;;BLOK II_29_15;2;57,3;16,6;0,29;1844;13/04/2022;14:23;;;;
2320;;BLOK II_29_16;2;93,7;31,1;0,33;3456;13/04/2022;14:23;;;;
2321;;BLOK II_29_17;2;41;13,6;0,33;1511;13/04/2022;14:23;;;;
2322;;BLOK II_29_18;1;7,2;3,1;0,43;344;13/04/2022;14:23;;;;
2323;;BLOK II_29_19;2;108,7;31,1;0,29;3456;13/04/2022;14:23;;;;
2324;;BLOK II_29_20;2;71,2;21,1;0,3;2344;13/04/2022;14:23;;;;
2325;;BLOK II_29_21;2;63,8;17,1;0,27;1900;13/04/2022;14:23;;;;
2326;;BLOK II_29_22;2;112,8;37,1;0,33;4122;13/04/2022;14:23;;;;
2327;;BLOK II_29_23;2;123,5;37,1;0,3;4122;13/04/2022;14:23;;;;
2328;;BLOK II_29_24;1;35,4;12,6;0,36;1400;13/04/2022;14:23;;;;
2329;;BLOK II_29_25;1;4,6;1,6;0,35;178;13/04/2022;14:23;;;;
2330;;BLOK II_29_26;2;70;19,1;0,27;2122;13/04/2022;14:23;;;;
2331;;BLOK II_29_27;0;-4,9;-4,9;1;-544;13/04/2022;14:23;;;;
2332;;BLOK II_29_28;3;91,8;24,1;0,26;2678;13/04/2022;14:23;;;;
2333;;BLOK II_29_29;3;100,8;23,6;0,23;2622;13/04/2022;14:23;;;;
2334;;BLOK II_29_30;2;88,9;30,1;0,34;3344;13/04/2022;14:23;;;;
2335;;BLOK II_29_31;4;238,3;66,6;0,28;7400;13/04/2022;14:23;;;;
2336;;BLOK II_29_32;1;47,9;13,6;0,28;1511;13/04/2022;14:23;;;;
2337;x;BLOK II_30_1;2;125;37,3;0,3;4144;13/04/2022;14:43;;;;
2338;x;BLOK II_30_2;2;139,7;42,3;0,3;4700;13/04/2022;14:43;;;;
2339;x;BLOK II_30_3;3;177,6;49,6;0,28;5511;13/04/2022;14:43;;;;
2340;x;BLOK II_30_4;2;64,8;22,1;0,34;2456;13/04/2022;14:43;;;;
2341;x;BLOK II_30_5;3;147;40,5;0,28;4500;13/04/2022;14:43;;;;
2342;x;BLOK II_30_6;3;111,9;29,8;0,27;3311;13/04/2022;14:43;;;;
2343;x;BLOK II_30_7;1;15,7;6,4;0,41;711;13/04/2022;14:43;;;;
2344;x;BLOK II_30_8;4;188;52,4;0,28;5822;13/04/2022;14:43;;;;
2345;x;BLOK II_30_9;4;206,5;65;0,31;7222;13/04/2022;14:43;;;;
2346;x;BLOK II_30_10;1;55,7;16,9;0,3;1878;13/04/2022;14:43;;;;
2347;x;BLOK II_30_11;3;165,9;48,4;0,29;5378;13/04/2022;14:43;;;;
2348;x;BLOK II_30_12;2;79,1;20,5;0,26;2278;13/04/2022;14:43;;;;
2349;x;BLOK II_30_13;2;88,3;26,6;0,3;2956;13/04/2022;14:43;;;;
2350;x;BLOK II_30_14;2;107,6;33,9;0,32;3767;13/04/2022;14:43;;;;
2351;x;BLOK II_30_15;1;34,1;11;0,32;1222;13/04/2022;14:43;;;;
2352;x;BLOK II_30_16;2;100,4;34,6;0,34;3844;13/04/2022;14:43;;;;
2353;x;BLOK II_30_17;2;91,9;26;0,28;2889;13/04/2022;14:43;;;;
2354;x;BLOK II_30_18;4;117,6;31,7;0,27;3522;13/04/2022;14:43;;;;
2355;x;BLOK II_30_19;2;47,1;13,2;0,28;1467;13/04/2022;14:43;;;;
2356;x;BLOK II_30_20;2;67,2;20,7;0,31;2300;13/04/2022;14:43;;;;
2357;x;BLOK II_30_21;2;101,2;28,3;0,28;3144;13/04/2022;14:43;;;;
2358;x;BLOK II_30_22;2;97,6;28;0,29;3111;13/04/2022;14:43;;;;
2359;x;BLOK II_30_23;1;63,8;23,8;0,37;2644;13/04/2022;14:43;;;;
2360;x;BLOK II_30_24;1;57,3;17,5;0,31;1944;13/04/2022;14:43;;;;
2361;x;BLOK II_30_25;3;151,3;45,9;0,3;5100;13/04/2022;14:43;;;;
2362;x;BLOK II_30_26;3;128,7;38,1;0,3;4233;13/04/2022;14:43;;;;
2363;x;BLOK II_30_27;3;172,6;48,2;0,28;5356;13/04/2022;14:43;;;;
2364;x;BLOK II_30_28;2;92,8;28,7;0,31;3189;13/04/2022;14:43;;;;
2365;x;BLOK II_30_29;2;68,9;19,5;0,28;2167;13/04/2022;14:43;;;;
2366;x;BLOK II_30_30;3;155,3;47,8;0,31;5311;13/04/2022;14:43;;;;
2367;x;BLOK II_30_31;1;36,2;10,3;0,28;1144;13/04/2022;14:43;;;;
2368;x;BLOK II_30_32;2;67,2;20,5;0,31;2278;13/04/2022;14:43;;;;
2369;x;BLOK II_31_1;1;17;5,5;0,32;611;13/04/2022;15:00;;;;
2370;x;BLOK II_31_2;1;49,3;16,2;0,33;1800;13/04/2022;15:00;;;;
2371;x;BLOK II_31_3;1;89,8;28;0,31;3111;13/04/2022;15:00;;;;
2372;x;BLOK II_31_4;3;209,7;58,5;0,28;6500;13/04/2022;15:00;;;;
2373;x;BLOK II_31_5;2;62,3;17,3;0,28;1922;13/04/2022;15:00;;;;
2374;x;BLOK II_31_6;3;127,6;36,4;0,29;4044;13/04/2022;15:00;;;;
2375;x;BLOK II_31_7;1;52,4;18,2;0,35;2022;13/04/2022;15:00;;;;
2376;x;BLOK II_31_8;1;4,1;1,7;0,41;189;13/04/2022;15:00;;;;
2377;x;BLOK II_31_9;2;87,6;27,2;0,31;3022;13/04/2022;15:00;;;;
2378;x;BLOK II_31_10;3;108;28,8;0,27;3200;13/04/2022;15:00;;;;
2379;x;BLOK II_31_11;2;145,3;43,7;0,3;4856;13/04/2022;15:00;;;;
2380;x;BLOK II_31_12;2;84,5;27,1;0,32;3011;13/04/2022;15:00;;;;
2381;x;BLOK II_31_13;2;68,4;22,2;0,32;2467;13/04/2022;15:00;;;;
2382;x;BLOK II_31_14;4;262,4;72,8;0,28;8089;13/04/2022;15:00;;;;
2383;x;BLOK II_31_15;1;23,9;9,4;0,39;1044;13/04/2022;15:00;;;;
2384;x;BLOK II_31_16;1;31,7;13,1;0,41;1456;13/04/2022;15:00;;;;
2385;x;BLOK II_31_17;3;79,1;20,5;0,26;2278;13/04/2022;15:00;;;;
2386;x;BLOK II_31_18;3;128,3;32,1;0,25;3567;13/04/2022;15:00;;;;
2387;x;BLOK II_31_19;3;148,9;36,3;0,24;4033;13/04/2022;15:00;;;;
2388;x;BLOK II_31_20;3;143,4;40,2;0,28;4467;13/04/2022;15:00;;;;
2389;x;BLOK II_31_21;0;-4,9;-4,9;1;-544;13/04/2022;15:00;;;;
2390;x;BLOK II_31_22;2;106,1;33;0,31;3667;13/04/2022;15:00;;;;
2391;x;BLOK II_31_23;0;15;5,3;0,35;589;13/04/2022;15:00;;;;
2392;x;BLOK II_31_24;1;53,7;22,5;0,42;2500;13/04/2022;15:00;;;;
2393;x;BLOK II_31_25;2;110,6;33,7;0,3;3744;13/04/2022;15:00;;;;
2394;x;BLOK II_31_26;2;106,4;35,3;0,33;3922;13/04/2022;15:00;;;;
2395;x;BLOK II_31_27;0;-4,9;-4,9;1;-544;13/04/2022;15:00;;;;
2396;x;BLOK II_31_28;2;85,2;29,6;0,35;3289;13/04/2022;15:00;;;;
2397;x;BLOK II_31_29;3;158,1;44,7;0,28;4967;13/04/2022;15:00;;;;
2398;x;BLOK II_31_30;2;115,2;34,7;0,3;3856;13/04/2022;15:00;;;;
2399;x;BLOK II_31_31;4;144,9;43;0,3;4778;13/04/2022;15:00;;;;
2400;x;BLOK II_31_32;4;181,7;58,2;0,32;6467;13/04/2022;15:00;;;;
2401;x;BLOK II_32_1;1;51;16,7;0,33;1856;13/04/2022;15:00;;;;
2402;x;BLOK II_32_2;2;58,5;18,5;0,32;2056;13/04/2022;15:00;;;;
2403;x;BLOK II_32_3;3;169,2;49,7;0,29;5522;13/04/2022;15:00;;;;
2404;x;BLOK II_32_4;3;103,2;31,5;0,31;3500;13/04/2022;15:00;;;;
2405;x;BLOK II_32_5;3;97,5;31,4;0,32;3489;13/04/2022;15:00;;;;
2406;x;BLOK II_32_6;2;86,2;28,6;0,33;3178;13/04/2022;15:00;;;;
2407;x;BLOK II_32_7;3;132;36,1;0,27;4011;13/04/2022;15:00;;;;
2408;x;BLOK II_32_8;4;150,2;41,4;0,28;4600;13/04/2022;15:00;;;;
2409;x;BLOK II_32_9;3;167,6;50,6;0,3;5622;13/04/2022;15:00;;;;
2410;x;BLOK II_32_10;2;119,8;32,6;0,27;3622;13/04/2022;15:00;;;;
2411;x;BLOK II_32_11;2;88,3;28,2;0,32;3133;13/04/2022;15:00;;;;
2412;x;BLOK II_32_12;3;103,1;30,8;0,3;3422;13/04/2022;15:00;;;;
2413;x;BLOK II_32_13;4;149,8;48,7;0,33;5411;13/04/2022;15:00;;;;
2414;x;BLOK II_32_14;3;125,4;42;0,33;4667;13/04/2022;15:00;;;;
2415;x;BLOK II_32_15;1;17,9;6,3;0,35;700;13/04/2022;15:00;;;;
2416;x;BLOK II_32_16;3;186,2;52,4;0,28;5822;13/04/2022;15:00;;;;
2417;x;BLOK II_32_17;2;71,6;20,8;0,29;2311;13/04/2022;15:00;;;;
2418;x;BLOK II_32_18;2;112,9;38,9;0,34;4322;13/04/2022;15:00;;;;
2419;x;BLOK II_32_19;0;-4,9;-4,9;1;-544;13/04/2022;15:00;;;;
2420;x;BLOK II_32_20;4;216,9;71,8;0,33;7978;13/04/2022;15:00;;;;
2421;x;BLOK II_32_21;1;43,4;12,1;0,28;1344;13/04/2022;15:00;;;;
2422;x;BLOK II_32_22;3;111,9;39;0,35;4333;13/04/2022;15:00;;;;
2423;x;BLOK II_32_23;3;98,1;31,7;0,32;3522;13/04/2022;15:00;;;;
2424;x;BLOK II_32_24;2;104,2;32,5;0,31;3611;13/04/2022;15:00;;;;
2425;x;BLOK II_32_25;4;176,8;56,9;0,32;6322;13/04/2022;15:00;;;;
2426;x;BLOK II_32_26;3;97,9;28,5;0,29;3167;13/04/2022;15:00;;;;
2427;x;BLOK II_32_27;3;150;41,6;0,28;4622;13/04/2022;15:00;;;;
2428;x;BLOK II_32_28;2;62,7;20,8;0,33;2311;13/04/2022;15:00;;;;
2429;x;BLOK II_32_29;2;58,5;21,1;0,36;2344;13/04/2022;15:00;;;;
2430;x;BLOK II_32_30;1;28,2;10,1;0,36;1122;13/04/2022;15:00;;;;
2431;x;BLOK II_32_31;1;36,5;13,6;0,37;1511;13/04/2022;15:00;;;;
2432;x;BLOK II_32_32;5;234,3;56,6;0,24;6289;13/04/2022;15:00;;;;
2433;x;BLOK II_33_1;3;78,1;22,7;0,29;2522;13/04/2022;15:07;;;;
2434;x;BLOK II_33_2;3;136,9;44,7;0,33;4967;13/04/2022;15:07;;;;
2435;x;BLOK II_33_3;2;93,5;33,5;0,36;3722;13/04/2022;15:07;;;;
2436;x;BLOK II_33_4;2;124,4;32,1;0,26;3567;13/04/2022;15:07;;;;
2437;x;BLOK II_33_5;3;158,4;43,7;0,28;4856;13/04/2022;15:07;;;;
2438;x;BLOK II_33_6;2;73,2;23,3;0,32;2589;13/04/2022;15:07;;;;
2439;x;BLOK II_33_7;2;102,1;28,4;0,28;3156;13/04/2022;15:07;;;;
2440;x;BLOK II_33_8;2;81,1;28,4;0,35;3156;13/04/2022;15:07;;;;
2441;x;BLOK II_33_9;2;57,8;19,8;0,34;2200;13/04/2022;15:07;;;;
2442;x;BLOK II_33_10;2;69,2;19,8;0,29;2200;13/04/2022;15:07;;;;
2443;x;BLOK II_33_11;2;34,9;14,1;0,4;1567;13/04/2022;15:07;;;;
2444;x;BLOK II_33_12;1;-4,9;-4,9;1;-544;13/04/2022;15:07;;;;
2445;x;BLOK II_33_13;3;141,9;42,5;0,3;4722;13/04/2022;15:07;;;;
2446;x;BLOK II_33_14;3;120,2;33,7;0,28;3744;13/04/2022;15:07;;;;
2447;x;BLOK II_33_15;2;40,1;15;0,37;1667;13/04/2022;15:07;;;;
2448;x;BLOK II_33_16;2;49,3;17,9;0,36;1989;13/04/2022;15:07;;;;
2449;x;BLOK II_33_17;3;125,3;37,9;0,3;4211;13/04/2022;15:07;;;;
2450;x;BLOK II_33_18;3;108,9;32,2;0,3;3578;13/04/2022;15:07;;;;
2451;x;BLOK II_33_19;1;12,7;3,4;0,27;378;13/04/2022;15:07;;;;
2452;x;BLOK II_33_20;2;63,7;20,6;0,32;2289;13/04/2022;15:07;;;;
2453;x;BLOK II_33_21;3;129,6;39,5;0,3;4389;13/04/2022;15:07;;;;
2454;x;BLOK II_33_22;0;-4,9;-4,9;1;-544;13/04/2022;15:07;;;;
2455;x;BLOK II_33_23;2;104,4;32,7;0,31;3633;13/04/2022;15:07;;;;
2456;x;BLOK II_33_24;2;89,1;28,4;0,32;3156;13/04/2022;15:07;;;;
2457;x;BLOK II_33_25;2;108;35,1;0,33;3900;13/04/2022;15:07;;;;
2458;x;BLOK II_33_26;2;60,4;22,8;0,38;2533;13/04/2022;15:07;;;;
2459;x;BLOK II_33_27;3;174,2;51,5;0,3;5722;13/04/2022;15:07;;;;
2460;x;BLOK II_33_28;2;94,7;27,5;0,29;3056;13/04/2022;15:07;;;;
2461;x;BLOK II_33_29;2;90;25,8;0,29;2867;13/04/2022;15:07;;;;
2462;x;BLOK II_33_30;3;114,8;35,5;0,31;3944;13/04/2022;15:07;;;;
2463;x;BLOK II_33_31;1;29,6;9,6;0,32;1067;13/04/2022;15:07;;;;
2464;x;BLOK II_33_32;0;-4,9;-4,9;1;-544;13/04/2022;15:07;;;;
2465;;BLOK II_34_1;3;122,5;35,1;0,29;3900;13/04/2022;15:21;;;;
2466;;BLOK II_34_2;4;172,2;57,6;0,33;6400;13/04/2022;15:21;;;;
2467;;BLOK II_34_3;2;61,2;16,6;0,27;1844;13/04/2022;15:21;;;;
2468;;BLOK II_34_4;2;103,6;33,6;0,32;3733;13/04/2022;15:21;;;;
2469;;BLOK II_34_5;3;101;31,6;0,31;3511;13/04/2022;15:21;;;;
2470;;BLOK II_34_6;3;102;29,1;0,29;3233;13/04/2022;15:21;;;;
2471;;BLOK II_34_7;2;96,2;25,1;0,26;2789;13/04/2022;15:21;;;;
2472;;BLOK II_34_8;3;106,4;34,1;0,32;3789;13/04/2022;15:21;;;;
2473;;BLOK II_34_9;3;149,7;47,6;0,32;5289;13/04/2022;15:21;;;;
2474;;BLOK II_34_10;2;73,2;22,1;0,3;2456;13/04/2022;15:21;;;;
2475;;BLOK II_34_11;3;100,7;28,1;0,28;3122;13/04/2022;15:21;;;;
2476;;BLOK II_34_12;3;112,8;34,6;0,31;3844;13/04/2022;15:21;;;;
2477;;BLOK II_34_13;3;115,8;38,1;0,33;4233;13/04/2022;15:21;;;;
2478;;BLOK II_34_14;3;114,8;33,6;0,29;3733;13/04/2022;15:21;;;;
2479;;BLOK II_34_15;2;43,7;11,1;0,25;1233;13/04/2022;15:21;;;;
2480;;BLOK II_34_16;3;109,9;34,1;0,31;3789;13/04/2022;15:21;;;;
2481;;BLOK II_34_17;2;80,7;24,6;0,3;2733;13/04/2022;15:21;;;;
2482;;BLOK II_34_18;3;105,8;29,6;0,28;3289;13/04/2022;15:21;;;;
2483;;BLOK II_34_19;2;76,2;23,6;0,31;2622;13/04/2022;15:21;;;;
2484;;BLOK II_34_20;2;99,2;31,6;0,32;3511;13/04/2022;15:21;;;;
2485;;BLOK II_34_21;2;63,8;20,6;0,32;2289;13/04/2022;15:21;;;;
2486;;BLOK II_34_22;4;184,3;56,1;0,3;6233;13/04/2022;15:21;;;;
2487;;BLOK II_34_23;2;70,4;25,1;0,36;2789;13/04/2022;15:21;;;;
2488;;BLOK II_34_24;3;147,1;46,6;0,32;5178;13/04/2022;15:21;;;;
2489;;BLOK II_34_25;4;133,1;38,6;0,29;4289;13/04/2022;15:21;;;;
2490;;BLOK II_34_26;1;32;9,1;0,28;1011;13/04/2022;15:21;;;;
2491;;BLOK II_34_27;3;136,2;42,6;0,31;4733;13/04/2022;15:21;;;;
2492;;BLOK II_34_28;3;89,4;29,1;0,33;3233;13/04/2022;15:21;;;;
2493;;BLOK II_34_29;2;78;24,6;0,32;2733;13/04/2022;15:21;;;;
2494;;BLOK II_34_30;2;69,1;21,1;0,31;2344;13/04/2022;15:21;;;;
2495;;BLOK II_34_31;4;221,2;62,1;0,28;6900;13/04/2022;15:21;;;;
2496;;BLOK II_34_32;3;105,9;29,6;0,28;3289;13/04/2022;15:21;;;;
2497;;BLOK II_35_1;3;106,5;32,1;0,3;3567;13/04/2022;15:31;;;;
2498;;BLOK II_35_2;3;185,5;56,1;0,3;6233;13/04/2022;15:31;;;;
2499;;BLOK II_35_3;3;160,6;44,6;0,28;4956;13/04/2022;15:31;;;;
2500;;BLOK II_35_4;3;142,4;41,6;0,29;4622;13/04/2022;15:31;;;;
2501;;BLOK II_35_5;3;118,5;37,1;0,31;4122;13/04/2022;15:31;;;;
2502;;BLOK II_35_6;2;85,2;25,6;0,3;2844;13/04/2022;15:31;;;;
2503;;BLOK II_35_7;2;114,6;31,6;0,28;3511;13/04/2022;15:31;;;;
2504;;BLOK II_35_8;2;104,4;32,1;0,31;3567;13/04/2022;15:31;;;;
2505;;BLOK II_35_9;1;4,4;1,1;0,25;122;13/04/2022;15:31;;;;
2506;;BLOK II_35_10;3;142;39,1;0,28;4344;13/04/2022;15:31;;;;
2507;;BLOK II_35_11;2;119;42,1;0,35;4678;13/04/2022;15:31;;;;
2508;;BLOK II_35_12;2;60;17,1;0,29;1900;13/04/2022;15:31;;;;
2509;;BLOK II_35_13;3;126,2;34,1;0,27;3789;13/04/2022;15:31;;;;
2510;;BLOK II_35_14;1;-4,9;-4,9;1;-544;13/04/2022;15:31;;;;
2511;;BLOK II_35_15;3;125,7;37,1;0,3;4122;13/04/2022;15:31;;;;
2512;;BLOK II_35_16;3;181,9;49,1;0,27;5456;13/04/2022;15:31;;;;
2513;;BLOK II_35_17;2;146,4;39,1;0,27;4344;13/04/2022;15:31;;;;
2514;;BLOK II_35_18;2;71,7;22,6;0,32;2511;13/04/2022;15:31;;;;
2515;;BLOK II_35_19;2;54,5;13,6;0,25;1511;13/04/2022;15:31;;;;
2516;;BLOK II_35_20;2;62,7;19,1;0,3;2122;13/04/2022;15:31;;;;
2517;;BLOK II_35_21;2;89,9;25,6;0,28;2844;13/04/2022;15:31;;;;
2518;;BLOK II_35_22;2;62,6;21,1;0,34;2344;13/04/2022;15:31;;;;
2519;;BLOK II_35_23;2;102,6;29,1;0,28;3233;13/04/2022;15:31;;;;
2520;;BLOK II_35_24;3;149,3;41,6;0,28;4622;13/04/2022;15:31;;;;
2521;;BLOK II_35_25;2;71,4;21,1;0,3;2344;13/04/2022;15:31;;;;
2522;;BLOK II_35_26;2;65,5;23,1;0,35;2567;13/04/2022;15:31;;;;
2523;;BLOK II_35_27;4;159,4;47,1;0,3;5233;13/04/2022;15:31;;;;
2524;;BLOK II_35_28;3;83,2;22,6;0,27;2511;13/04/2022;15:31;;;;
2525;;BLOK II_35_29;3;164,4;50,1;0,3;5567;13/04/2022;15:31;;;;
2526;;BLOK II_35_30;3;157,7;48,1;0,31;5344;13/04/2022;15:31;;;;
2527;;BLOK II_35_31;3;143,6;42,6;0,3;4733;13/04/2022;15:31;;;;
2528;;BLOK II_35_32;5;269,6;72,6;0,27;8067;13/04/2022;15:31;;;;
2529;;BLOK II_36_1;2;135;39,1;0,29;4344;13/04/2022;15:38;;;;
2530;;BLOK II_36_2;0;-4,9;-4,9;1;-544;13/04/2022;15:38;;;;
2531;;BLOK II_36_3;3;187,9;57,6;0,31;6400;13/04/2022;15:38;;;;
2532;;BLOK II_36_4;3;145,9;39,6;0,27;4400;13/04/2022;15:38;;;;
2533;;BLOK II_36_5;2;83,5;26,1;0,31;2900;13/04/2022;15:38;;;;
2534;;BLOK II_36_6;2;138,2;42,6;0,31;4733;13/04/2022;15:38;;;;
2535;;BLOK II_36_7;3;132,8;42,1;0,32;4678;13/04/2022;15:38;;;;
2536;;BLOK II_36_8;2;126;42,1;0,33;4678;13/04/2022;15:38;;;;
2537;;BLOK II_36_9;2;76,9;25,1;0,33;2789;13/04/2022;15:38;;;;
2538;;BLOK II_36_10;2;100,1;33,6;0,34;3733;13/04/2022;15:38;;;;
2539;;BLOK II_36_11;3;161,8;48,6;0,3;5400;13/04/2022;15:38;;;;
2540;;BLOK II_36_12;2;99;33,6;0,34;3733;13/04/2022;15:38;;;;
2541;;BLOK II_36_13;2;69,1;19,6;0,28;2178;13/04/2022;15:38;;;;
2542;;BLOK II_36_14;3;117,7;35,1;0,3;3900;13/04/2022;15:38;;;;
2543;;BLOK II_36_15;1;43,9;13,1;0,3;1456;13/04/2022;15:38;;;;
2544;;BLOK II_36_16;1;49,4;10,6;0,21;1178;13/04/2022;15:38;;;;
2545;;BLOK II_36_17;2;116,2;35,1;0,3;3900;13/04/2022;15:38;;;;
2546;;BLOK II_36_18;2;120,8;35,6;0,29;3956;13/04/2022;15:38;;;;
2547;;BLOK II_36_19;1;-4,9;-4,9;1;-544;13/04/2022;15:38;;;;
2548;;BLOK II_36_20;2;94,6;26,1;0,28;2900;13/04/2022;15:38;;;;
2549;;BLOK II_36_21;2;33,7;9,6;0,28;1067;13/04/2022;15:38;;;;
2550;;BLOK II_36_22;3;128,1;40,1;0,31;4456;13/04/2022;15:38;;;;
2551;;BLOK II_36_23;2;160,9;44,6;0,28;4956;13/04/2022;15:38;;;;
2552;;BLOK II_36_24;2;83,7;28,6;0,34;3178;13/04/2022;15:38;;;;
